,effect_size,location,age_start,age_end,affected_outcome,lower,median,upper,location_id,national_id
842,modified,"Southern Nations, Nationalities, and Peoples",0.5,0.833333333,tmrel_to_mild_rate,0.79,0.85,0.95,44858,179
843,modified,"Southern Nations, Nationalities, and Peoples",0.833333333,1.5,mam_to_sam_rate,0.69,0.79,0.9,44858,179
844,modified,"Southern Nations, Nationalities, and Peoples",0.833333333,1.5,mild_to_mam_rate,0.83,0.9,0.96,44858,179
845,modified,"Southern Nations, Nationalities, and Peoples",0.833333333,1.5,tmrel_to_mild_rate,0.86,0.91,0.97,44858,179
846,modified,"Southern Nations, Nationalities, and Peoples",0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,44858,179
847,modified,"Southern Nations, Nationalities, and Peoples",0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44858,179
848,modified,Taraba,0.5,0.833333333,mam_to_sam_rate,0.05,0.31,0.69,25352,214
849,modified,Taraba,0.5,0.833333333,mild_to_mam_rate,0.53,0.69,0.89,25352,214
850,modified,Taraba,0.5,0.833333333,tmrel_to_mild_rate,0.77,0.83,0.93,25352,214
851,modified,Taraba,0.833333333,1.5,mam_to_sam_rate,0.66,0.76,0.87,25352,214
852,modified,Taraba,0.833333333,1.5,mild_to_mam_rate,0.82,0.88,0.94,25352,214
853,modified,Taraba,0.833333333,1.5,tmrel_to_mild_rate,0.86,0.91,0.97,25352,214
854,modified,Taraba,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25352,214
855,modified,Taraba,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25352,214
856,modified,Tigray,0.5,0.833333333,mam_to_sam_rate,0.05,0.27,0.67,44852,179
857,modified,Tigray,0.5,0.833333333,mild_to_mam_rate,0.53,0.69,0.89,44852,179
858,modified,Tigray,0.5,0.833333333,tmrel_to_mild_rate,0.65,0.75,0.91,44852,179
859,modified,Tigray,0.833333333,1.5,mam_to_sam_rate,0.69,0.8,0.92,44852,179
860,modified,Tigray,0.833333333,1.5,mild_to_mam_rate,0.85,0.91,0.97,44852,179
861,modified,Tigray,0.833333333,1.5,tmrel_to_mild_rate,0.84,0.89,0.96,44852,179
862,modified,Tigray,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,44852,179
863,modified,Tigray,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,44852,179
864,modified,Yobe,0.5,0.833333333,mam_to_sam_rate,0.05,0.15,0.65,25353,214
865,modified,Yobe,0.5,0.833333333,mild_to_mam_rate,0.21,0.39,0.77,25353,214
866,modified,Yobe,0.5,0.833333333,tmrel_to_mild_rate,0.59,0.69,0.87,25353,214
867,modified,Yobe,0.833333333,1.5,mam_to_sam_rate,0.7,0.81,0.92,25353,214
868,modified,Yobe,0.833333333,1.5,mild_to_mam_rate,0.77,0.86,0.94,25353,214
869,modified,Yobe,0.833333333,1.5,tmrel_to_mild_rate,0.81,0.87,0.95,25353,214
870,modified,Yobe,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25353,214
871,modified,Yobe,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25353,214
872,modified,Zamfara,0.5,0.833333333,mam_to_sam_rate,0.05,0.25,0.67,25354,214
873,modified,Zamfara,0.5,0.833333333,mild_to_mam_rate,0.41,0.59,0.85,25354,214
874,modified,Zamfara,0.5,0.833333333,tmrel_to_mild_rate,0.65,0.75,0.89,25354,214
875,modified,Zamfara,0.833333333,1.5,mam_to_sam_rate,0.64,0.74,0.84,25354,214
876,modified,Zamfara,0.833333333,1.5,mild_to_mam_rate,0.76,0.83,0.9,25354,214
877,modified,Zamfara,0.833333333,1.5,tmrel_to_mild_rate,0.8,0.86,0.93,25354,214
878,modified,Zamfara,0,5,moderate_stunting_prevalence_ratio,0.86,0.89,0.93,25354,214
879,modified,Zamfara,0,5,severe_stunting_prevalence_ratio,0.78,0.83,0.9,25354,214
